all_gene2	five_prime_partners	num_five_prime_partners	three_prime_TCGA_Projects
HCRTR2	GCLC:TRAM2	2	LUSC:PRAD:ACC
GFRAL	CCDC138	1	BRCA
HMGCLL1	TMEM181:SH3BGRL2:ATXN1:AFDN	4	BRCA:PRAD
EXOC2	GMDS	1	SARC
BMP5	ETHE1:RANBP2	2	LUAD:BRCA
COL21A1	PRIM2:CCDC157:ZNF318:BCLAF1:TFEB	5	BRCA:UCEC:KIRP:GBM
DST	HIVEP1:KCNQ5:FNTA	3	BRCA:LUSC
AL022097.1	DTNBP1:ACADS	2	SKCM:SARC
BEND6	DUSP22	1	SARC
ZNF451	EPS15L1:PRIM2	2	LGG:HNSC
RAB23	DST	1	BRCA
PRIM2	PRKDC:CPSF6:NCOA3	3	LUSC:SARC:BRCA
AL591624.1	ITCH	1	ESCA
AL136307.1	CHSY1	1	SKCM
KHDRBS2	EFL1:RNGTT:ATP6V1B2	3	LUSC:STAD:LGG
F13A1	KIF13A:PRPF4B:RNF146:RREB1	4	LUSC:SKCM:LAML:LIHC
LGSN	LMBRD1	1	THCA
PTP4A1	PHF3:ATAD5:SMYD2	3	STAD:BLCA
LY86-AS1	TOLLIP:GPR19:LYRM4:RREB1	4	SKCM:BRCA:LUSC:HNSC
EYS	GALNT2:XPO5:PHF3:SESN1:KIDINS220:CNOT4:PTP4A1:GPI:GRIK2:UST:RIOK1:ANKRD28:DST:EEF1E1:SNX14:ZNF292:MED1	17	LUSC:LIHC:GBM:BLCA:BRCA:ESCA:HNSC:LGG:OV:CESC:PRAD
PHF3	SACS:SH3BGRL2	2	HNSC
LY86	DSP:AC068896.1	2	ESCA:OV
AL593854.1	ZNF318	1	BRCA
AL158817.1	TRAP1:ESCO1	2	OV:UCEC
ADGRB3	PLAGL1:SENP6:LLPH-AS1	3	BLCA:SARC:LUSC
LMBRD1	L2HGDH:STX7:KHDRBS2:PDSS2	4	BRCA:UVM:LUAD
COL19A1	LMBRD1	1	HNSC
COL9A1	CPSF6:PARP4	2	SARC:HNSC
AL365226.1	PIEZO1	1	LUSC
SDHAF4	CTIF	1	LUAD
SMAP1	DCAKD	1	SKCM
B3GAT2	AC134511.1:ZNF292	2	LUSC:BRCA
RREB1	RRM2:TXNDC5:PI4KA:FARS2:SNRNP48:STK3	6	BRCA:PRAD:LUSC:ESCA
AL139095.4	ZMIZ1	1	HNSC
SSR1	OFCC1	1	BRCA
AL365232.1	MYLIP:LMBRD1	2	LIHC:BRCA
KHDC1	SMAP1	1	HNSC
CAGE1	PKHD1	1	PRAD
OOEP	RERE:EXOC2:KHDC1:SENP6	4	PRAD:BLCA:BRCA
SLC17A5	KHDC1:MB21D1	2	ESCA:STAD
RIOK1	UHRF1BP1:DSP:USP45	3	PRAD:UCEC
AL357507.1	RUNX1:PHACTR2	2	BRCA
AL356277.3	ATG5:PREP:BICRAL	3	BRCA:LUSC
COL12A1	MAP3K7	1	LGG
AL445465.1	MYO6	1	BRCA
DSP	TRAPPC10:METTL16	2	ESCA:OV
SENP6	SLC16A1:AC020915.6:MYO6	3	LUAD:BRCA:UCEC
IMPG1	CARMIL1:CHD8	2	STAD:BRCA
AL591030.1	MYO6	1	PRAD
MEI4	PCTP:MOCOS	2	BRCA:SARC
BMP6	GMDS-AS1:JARID2	2	BRCA
TXNDC5	HIVEP1	1	SKCM
HMGN3	SHANK2	1	BRCA
SH3BGRL2	SDHAF4	1	SKCM
BCKDHB	CEP57L1:PTPRK:RIPK1:SNAP91	4	STAD:COAD:BRCA:PRAD
BLOC1S5	CD2AP:TFRC	2	BRCA:PRAD
EEF1E1-BLOC1S5	TFRC	1	PRAD
AL359715.2	AL136164.2	1	GBM
BLOC1S5-TXNDC5	LINC01315	1	KIRC
EEF1E1	INPP4A:CDYL:RREB1:TXNDC5	4	SARC:SKCM:GBM:BRCA
FAM46A	SFT2D1	1	UVM
AL355294.1	DRAM2:SNX14:MMS22L	3	SKCM:STAD:LUAD
PGM3	TMEM216	1	PRAD
ME1	BCKDHB	1	PRAD
AL359378.2	ADGRL2	1	CESC
SNAP91	ME1	1	STAD
RIPPLY2	CYB5R4	1	THYM
CYB5R4	BICRAL:MRAP2	2	BRCA:PAAD
LINC01611	ZNF292	1	GBM
AL135903.2	MYO6	1	LUSC
SYNCRIP	SNX14	1	HNSC
SNHG5	SNX14	1	UCEC
HTR1E	KIAA1671	1	STAD
CGA	ATXN1:SMAP1:ZNF292	3	LUAD:PRAD:BRCA
SMIM8	FYN:DOPEY1:CFAP206	3	SARC:OV:BRCA
AL049697.1	UBE2J1:RNF144B:SENP6	3	ACC:LIHC:BRCA
CFAP206	RNF144B:UBE2J1	2	LIHC:ACC
ORC3	CGGBP1	1	STAD
AKIRIN2	SENP6:E2F3	2	SARC:BRCA
RNGTT	PVT1:GNPDA1	2	LUAD:PRAD
PNRC1	SYNCRIP:ANKRD6	2	LAML:OV
GABRR1	CELF2:PLEKHB2	2	SARC
RRAGD	UBE2J1	1	BRCA
ANKRD6	RNF217	1	SARC
MDN1	HIST1H2BD:LYRM2	2	STAD:LUAD
BACH2	TBC1D22A:RNGTT	2	SKCM:BRCA
MAP3K7	AKT2:BACH2	2	SARC:LGG
AL137220.1	ATXN1	1	MESO
MANEA	BTBD9	1	ESCA
FUT9	KMT2C	1	PRAD
NDUFAF4	KMT2C:RBBP7	2	PRAD:SARC
KLHL32	ANKRD11:MED23:PNLDC1	3	OV:BRCA:SKCM
OFCC1	USP36:VAPA:HIVEP1:TMEM189:C6orf106:CDKAL1:FAM69A	7	BRCA:OV:BLCA:STAD
MMS22L	USP22	1	BRCA
AL589740.1	RAPGEF5:ASCC3:VTA1:PNISR:SENP6	5	BRCA:LIHC:UVM:SARC:LUAD
AL080316.1	AC016205.1	1	BRCA
USP45	LIN28B	1	BRCA
CCNC	PNISR	1	BRCA
MCHR2	RPS6KA2	1	LGG
ZKSCAN1	PLS3	1	STAD
C7orf50	RAB1A:EIF4G3:TTYH3:ADAP1	4	STAD:SKCM
ZNF3	DNAJC8:AKAP9	2	STAD:KIRP
MCM7	ZNF3:SETD5:SNHG22:SNHG8:DANCR	5	OV:PRAD:UCS
AP4M1	STAG3L5P-PVRIG2P-PILRB:LAMTOR4	2	STAD:LUSC
TAF6	TRIM4:PMEL:RCC1	3	BRCA:SKCM:LUAD
GAL3ST4	HDAC9:AC073842.2	2	SKCM:OV
STAG3	ST7	1	BRCA
PILRA	MEPCE	1	CESC
ZCWPW1	TRIM4	1	STAD
TSC22D4	MCM7:GATS	2	LUAD:LUSC
LRCH4	SAP25:AC004834.1	2	OV:LUAD
AC069281.2	LINC02068	1	LUAD
PCOLCE-AS1	LRCH4:CTPS1	2	BRCA
PCOLCE	MOSPD3	1	BRCA
POP7	CUX1	1	SARC
ZAN	SRRT:GTF2IRD1:ERBB2	3	GBM:LUAD:BRCA
SLC12A9-AS1	EPHB4	1	STAD
TRIP6	SRRT	1	KIRC
SRRT	DYNLL1	1	ESCA
ACHE	VKORC1L1:EXOC7	2	READ:OV
AP1S1	CHD8	1	PRAD
FIS1	NSA2	1	PRAD
COL26A1	CUX1	1	ESCA
CUX1	DDOST:ORAI2:COL1A2:MAP2K1:SH2B2:HDAC4:DOCK4	7	SARC:LGG:HNSC:KIRC:STAD:LUSC:KIRP
SH2B2	PRKAR1B	1	OV
FBXL13	FAM185A	1	ESCA
LRRC17	CUX1	1	STAD
NFE4	GLI3	1	PRAD
ARMC10	ZNRF2:SUGCT	2	STAD:ESCA
DNAJC2	PTPRN2:PMPCB:SMURF1	3	STAD:LUAD:ESCA
SLC26A5	SMURF1:RNF10:HBP1:DNAJC2	4	LUAD:KIRC:STAD:LUSC
RELN	PRKD2:AGAP3	2	OV:LUSC
ORC5	RELN:AC093668.1:NCAPG2:PRKAG2:LINC-PINT	5	PRAD:BLCA:LIHC:STAD:OV
AC004949.1	AC007161.3	1	SARC
LHFPL3	KMT2E:HBP1:KMT2C:NFKB1	4	STAD:OV:UCEC:UCS:SKCM:PRAD:BRCA:ESCA:LUAD
AC007384.1	KMT2E	1	STAD:HNSC
LINC01004	HERPUD2	1	LIHC
KMT2E	TUFT1	1	COAD
SRPK2	DNAJC2	1	LUSC
PUS7	LAMB1:SRPK2	2	HNSC:OV:BRCA:ESCA
RINT1	AGAP1:SWI5	2	BRCA:OV
EFCAB10	SRPK2	1	UCEC
ATXN7L1	EGFR:HBP1:LAMB1:TECPR1	4	STAD:PRAD:HNSC
SYPL1	RNF10:SRPK2	2	BRCA
NAMPT	LAMB3	1	HNSC
AC005050.1	PUS7	1	UCS
AC004917.1	SRPK2:DOCK4	2	PRAD:BRCA
AC006387.1	DUS4L	1	LUAD
PRKAR2B	PMPCB:TRRAP:SRPK2	3	PRAD:BRCA:KIRP
COG5	TFDP2:SLC22A4	2	HNSC:PRAD
DUS4L	AC004917.1:DOCK4	2	KIRP
BCAP29	DOCK4:AC004917.1:SLC26A4	3	KIRP:THCA
SLC26A4	ADCK2	1	KIRP
DLD	CDK14	1	PRAD
LAMB1	SDHAF3	1	SARC
LAMB4	UTRN	1	SARC
NRCAM	LAMB1:DOCK4	2	SARC:KIRP
PNPLA8	NRCAM:LIFR	2	LUSC:LGG
PHF14	MACC1-AS1:NDUFA4:SEMA3D:DNPEP:MACC1:EIF2AK1:ZNF605:ESR1:AMZ1:JAZF1:IKZF1:ZFAND2A	12	SARC:STAD:PCPG:CESC:OV:BRCA:LUAD:PAAD:PRAD:SKCM
AC092167.1	IMMP2L	1	UCEC
IMMP2L	NEDD4L:AC092167.1:DOCK4:ZNF277:SND1:MKLN1:BZW2:ZNF681:HCG20:LMTK2:SMC5:PTPRN2	12	SKCM:BRCA:LUAD:KIRP:SARC:COAD:STAD:LIHC:LUSC
DOCK4	IMMP2L:LRRC61	2	PRAD:SKCM:LIHC
IFRD1	APAF1	1	STAD
AC002463.1	VEZT	1	SARC
TMEM168	SYPL1:TRRAP	2	LUSC:LUAD
BMT2	BDH1	1	BLCA
HRAT17	TPK1	1	KIRP
AC004160.1	AC073343.2	1	SKCM
THSD7A	FOXK1:CUX1	2	SKCM:HNSC
PPP1R3A	ESYT2:RBM48	2	LIHC:LUAD
FOXP2	ZNF107:ST7:UST:COG5	4	COAD:LIHC:SARC:BRCA
MDFIC	PTPRZ1:ING3:SEMA3A	3	STAD:OV:LUAD
LINC01393	ST7:ZNF277	2	BRCA:HNSC
LINC01392	PCYOX1	1	LUSC
AC092590.1	LHFPL3	1	SKCM
ZFAND2A	C7orf50	1	LUAD
TFEC	CDK14	1	SKCM
TES	MET:CAPZA2:CAV1	3	PAAD:CHOL:BRCA:CESC
AC073130.2	DYM	1	OV
CAV2	FOXP2:ST7	2	PRAD:BRCA
CAV1	CCDC73:MET	2	LIHC:BRCA:STAD:UCEC
LINC01510	ST7	1	LUAD
MET	PTPRZ1:ST7:CAPZA2:KIF5B:TFG:BAIAP2L1:C8orf34	7	LGG:KIRC:LUAD:KIRP:BRCA:THCA
CAPZA2	TFEB:ST7:ATP11A	3	LUAD:PRAD:KICH:LIHC
ST7-AS2	CUL4A:MET:ST7:FOXP2:CAPZA2	5	LUAD:LGG:BRCA:KIRP:PRAD
ST7-OT4	ST14	1	BRCA
ST7	ST14:TMCO3:WNT2	3	BRCA:LUAD:LGG
WNT2	MET	1	LUAD
ASZ1	ST7:ST7-OT4:WNT2:CFTR	4	LUAD:LGG
CFTR	ELP4:ADAMTS9-AS2:ELAVL2:MET:FOXP2	5	BRCA:KIRC:PRAD:LGG
AC000111.1	TES	1	STAD
AC000061.1	AC069208.1:ST7:KCND2	3	UCEC:LGG:STAD
CTTNBP2	POR:STRIP2	2	OV:LGG
LSM8	ATP6V0A2	1	OV
ANKRD7	USPL1	1	PRAD
AC004946.1	TPK1	1	GBM
KCND2	CPED1	1	LUAD
ING3	CPED1	1	PRAD
CPED1	RABGEF1:ESYT2:ATP6V1F	3	SARC:BRCA:LUSC
WNT16	PTPRZ1	1	LUSC
PTPRZ1	ST7:CHI3L1	2	PRAD:GBM
TMEM106B	KLHL7	1	GBM
FEZF1	WASL	1	PRAD
CADPS2	AASS:SPTY2D1-AS1:WASL:DENND1A:SPTAN1	5	LUAD:LIHC:SKCM:BRCA
IQUB	TRIO	1	PRAD
LMOD2	CADPS2:RNF38	2	BRCA:PRAD
WASL	PRKAG2	1	MESO
AC004690.2	CDK5	1	LUSC
AC006148.1	TUBGCP3:MKLN1	2	HNSC:KIRP
C7orf77	KMT2C	1	PRAD
AC013470.2	AC011287.1:DPY19L1	2	STAD:ESCA
POT1-AS1	CCDC144NL-AS1:ORC5	2	SARC:BRCA
AC010099.4	ORC5	1	BRCA
AC073486.1	AC008014.1	1	BLCA
SCIN	SKAP2:GRB10:ELMO1	3	BRCA:OV:LUSC
GRM8	GATAD2B:HIPK2:RBM28:SND1:CPSF6:MKLN1	6	SARC:LUSC:PRAD:BRCA:SKCM
AC215522.3	FAM13B	1	BRCA
AC000099.1	TMEM260	1	OV
AC000124.1	CSNK1G1	1	UCEC
PAX4	AC073130.2	1	OV
SND1	GAS2L3:PRICKLE1:KLHDC10:KMT2C:RSRP1:ZFR:KDM7A:SUCO:UBE2D2:DOCK4:CALU:AHCYL2:BRAF:ZNF727:NOL10:SFTPB	16	COAD:BRCA:OV:ESCA:STAD:UCEC:LUAD:SARC:PRAD:THCA
RBM28	TMEM178B:SEMA3D	2	THCA:PRAD
METTL2B	ADAP1	1	LIHC
FAM71F1	TRIM2	1	UCEC
CCDC136	ZKSCAN1:FLNC	2	BRCA:OV
IRF5	KMT2C	1	SKCM
TNPO3	WWP2	1	OV
AC011005.1	GTF2I	1	LUAD
TSPAN33	PTPRZ1	1	HNSC
SMO	ZKSCAN5	1	BRCA
AHCYL2	ATP5L:FAM180A:TNPO3:RHBDL2	4	SKCM:SARC:COAD:CESC
STRIP2	NRF1:MEST:HIPK2	3	OV:BRCA:UCS:UCEC:SARC
SMKR1	NRF1	1	OV
NRF1	RC3H2:MKLN1	2	OV:SKCM
UBE2H	NOTCH2NL:PTPRZ1	2	OV:BRCA
AC073320.1	KLHDC10	1	OV
ZC3HC1	SRPK2	1	KIRP
CPA2	CREB3L2	1	ACC
CPA1	PRSS1:HSP90B1	2	PAAD
CEP41	SEMA3E:VPS41	2	SKCM:ACC
COPG2	PBX1:PCCA	2	BRCA:PRAD
TSGA13	TNRC18	1	SKCM
LINC-PINT	RHEB	1	PRAD
MKLN1	AGAP3:DNAJC2:PTK2	3	KIRC:SKCM:UCEC
PODXL	ATAD2	1	BRCA
AC009518.1	JAZF1	1	BRCA
FLJ40288	EXOC4	1	BRCA
AC009365.1	PODXL	1	OV
CHCHD3	OSBP2	1	OV
AC011287.1	CHD2:ETV1:ZFX	3	PRAD:PAAD:SARC
EXOC4	CALD1:RAB4B:HIPK2:DTNB:ST7:CHCHD3:ARHGEF7:PRMT7:LRGUK:FNIP2:MKLN1:ATP2B1	12	SARC:GBM:STAD:KIRC:PRAD:OV:COAD:BRCA
LRGUK	COG5:CALD1	2	ESCA:BRCA
BPGM	CALD1:AHCYL2	2	LUAD:SKCM:OV
AC009276.1	CALD1	1	MESO
CALD1	CNOT4:AGBL3	2	PAAD:OV
C7orf49	SMIM13	1	OV
AGBL3	PML:ATXN7L1	2	OV:LUAD
TMEM140	PML	1	OV
WDR91	NUP205	1	KIRC
STRA8	NUP205:B4GALT1	2	OV
CNOT4	DTNB	1	HNSC
C7orf73	CHCHD3:C7orf49	2	LGG:OV
AC078845.1	EPS8:EXOC4:FOXP2	3	PRAD:BLCA:SARC
AC009264.1	CREB3L2:AC008014.1:ZC3HAV1	3	BRCA:SKCM
CHRM2	RELN	1	LUSC
PTN	CHCHD3	1	OV
AC078842.1	PTN	1	KIRC
DGKI	BCL9L	1	SARC
AKR1D1	TRIM24:SYPL1	2	LGG:LUAD
TRIM24	CPT1A:SYNPO2:UBN2	3	KIRP:BRCA
SVOPL	TRIM24	1	BRCA
ATP6V0A4	LINC-PINT:SVOPL	2	PRAD:OV
ZC3HAV1	ITPKB:SVOPL:TNRC18:DYNC1I1	4	BRCA:HNSC:KIRP
ETV1	AL121790.1:KLK2:TMPRSS2:SLC45A3:DHX15:LUC7L2:BMPR1B	7	PRAD:HNSC
TTC26	LUC7L2	1	BRCA
FMC1	LETM1:SLC25A13	2	PRAD:STAD
LUC7L2	TTC12:PCMTD1	2	HNSC:BRCA
HIPK2	MFSD8	1	STAD
TBXAS1	ST7	1	SARC
PARP12	HIPK2:LRRC8B	2	UCEC:STAD
SLC37A3	PARP12:FLYWCH2:ATP1B2:HIPK2	4	ESCA:PRAD:SARC:BRCA
MKRN1	HIPK2:FAM20C	2	OV:LUSC
DENND2A	MKRN1:ZMIZ1:ASXL2:KDM7A	4	BLCA:UCS:PRAD:UCEC
ADCK2	PRKAG2	1	LUAD
NDUFB2	OLA1:TG	2	BRCA:THCA
BRAF	TMPRSS2:FAM114A2:ZC3HAV1:KDM7A:TAX1BP1:DSTYK:BCL2L11:CDC27:MACF1:AP3B1:SND1:HIBADH:TRIM24	13	PRAD:THCA:SKCM:READ:STAD
MRPS33	AC016831.1:MKRN1:BRAF:LUC7L2	4	LUSC:OV:BLCA:SKCM:STAD:PRAD
TMEM178B	CNOT4:BRAF	2	PAAD:OV
AGK	BRAF:KDM7A	2	SKCM:THCA:PRAD
SSBP1	OSBPL1A	1	OV
DGKB	RABGAP1L:ANLN:MAPK9:GFRA1:CUX1:GLCCI1	6	LGG:SARC:PRAD:BRCA:GBM:SKCM
MGAM	PPP6R3	1	LUSC
TRBV6-8	AHCYL2	1	STAD
AC244472.2	BCAS3	1	BLCA
PRSS1	LMBR1	1	LIHC
AC245427.1	TRG-AS1	1	THYM
MICALL2	PTPRF:PRKAR1B	2	CHOL:STAD
AC245427.2	SEPT7	1	PRAD
PIP	ALDH7A1	1	OV
GSTK1	CNTNAP2	1	PRAD
ZYX	CEMIP:TGFBR1	2	GBM:SARC
EPHA1	USP32	1	LUSC
EPHA1-AS1	RHOT1	1	PRAD
TCAF1	SSBP1:TMEM184A	2	ESCA:OV
TPK1	CHCHD3	1	PAAD
CNTNAP2	KMT2C:ESYT2:ZFAS1:IGF2R:SEMA3C	5	BRCA:HNSC:LUSC:GBM
AC006974.2	ANO6	1	OV
CUL1	BRAF:GNA12	2	KIRP:SARC
EZH2	GALNT11:NF1	2	LUAD:PCPG
ZNF786	PDIA4	1	SKCM
ZNF212	PDE3B	1	SKCM
ACTR3C	XRCC2	1	LUAD
AC073111.4	SSBP1:AGAP3	2	SKCM:OV
GIMAP8	AC009403.1:NUP205	2	LGG:SARC
GIMAP2	AGAP3:PAXIP1	2	BRCA:PRAD
GIMAP1-GIMAP5	AOC1:AGAP3:CUL1	3	LUAD:BRCA
TMEM176B	SPON2:EZH2	2	LIHC:LUAD
TMEM176A	OSBPL3	1	SARC
AOC1	OSBPL3	1	SARC
KCNH2	CREB5:SUFU	2	GBM:PRAD
NOS3	ABCB8	1	BRCA
ABCB8	NUB1	1	LUSC
IQCA1L	ABCB8	1	PRAD
ABCF2	ZNF786	1	OV
SMARCD3	KCNH2	1	STAD
NUB1	PRKAG2:FKBP3	2	OV:BRCA
WDR86	ABCF2	1	SARC
CRYGN	CUL1	1	OV
RHEB	GBX1	1	ESCA
PRKAG2	GALNT11:RHEB:CD83	3	BRCA:GBM:STAD
GALNTL5	KMT2C:TRAF3IP1	2	OV:STAD
AGMO	FAR2:DGKB	2	BLCA:LUSC
GALNT11	PTPRN2	1	BRCA
KMT2C	PRKAG2:CDC37:RBM28:TFG:SND1	5	BRCA:LUAD:BLCA:UCEC:ESCA
ACTR3B	DPP6	1	KIRP
AC093627.4	C7orf50	1	ESCA
DPP6	BRAF:INSIG1:COG5:TMEM178B	4	STAD:BRCA:PCPG
RBM33	ERBB4	1	OV
MEOX2	PHF14:AGMO	2	STAD:CESC
RNF32	NOM1	1	ESCA
LMBR1	LINC01006:AC005534.1:PKP4:PLD1:GALNT11	5	COAD:LUSC:KIRC:OV:PRAD:SKCM
PSMG3	MICALL2:AC009509.1:RBM47	3	CESC:OV:STAD
MNX1-AS2	UBE3C:DNAJB6	2	LIHC:BLCA
UBE3C	DNAJB6:LMBR1:PTBP1	3	TGCT:BRCA:SARC:PRAD:CESC
PTPRN2	LMBR1:ACTR3B:ABL1:FOXK2:UBE3C:TMEM87A:EXOC4:GALNT11	8	BRCA:PRAD:SARC:OV:HNSC:LUSC:SKCM
AC078942.1	TPK1	1	LGG
NCAPG2	PAXIP1	1	LUSC
ESYT2	NCAPG2:HTT:PTPRN2	3	STAD:BRCA
WDR60	DLG1:ZNHIT3	2	SARC:BLCA
VIPR2	ATF7IP	1	STAD
ISPD-AS1	STAG1	1	BRCA
ISPD	PPFIA1:YWHAB	2	BRCA:BLCA
ANKMY2	MAML2:ISPD	2	LGG:SARC
BZW2	INTS6:S100P:TMEM233:AHR:TSPAN13	5	CESC:SARC:BRCA:BLCA:STAD
TSPAN13	AHR	1	BLCA
AGR2	ATXN2:RPL39	2	STAD
ELFN1	FBXL18	1	SKCM
AC019117.2	CRCP:RBM33:HDAC9	3	GBM:BLCA
AC019117.1	HDAC9	1	THCA
SNX13	AC019117.1:JAZF1	2	BLCA:LGG
HDAC9	NIPSNAP2:TNRC18:ITGB5:KBTBD2:ELMO1:SEC61G	6	BRCA:SKCM:UCEC:CESC:DLBC
MAD1L1	C7orf50:FAM20C:TTYH3:CYTH3:COX19:GRB10	6	OV:UCS:STAD:SKCM:BRCA:ESCA:UCEC:BLCA:LUAD
AC007091.1	DHDDS	1	BRCA
TMEM196	AC019117.1	1	LUSC
AC007001.1	CHN2	1	SARC
MACC1-AS1	DNAH11	1	KIRC
MACC1	TRA2A	1	GBM
AC099342.1	SKAP1:CCSER1:SEPT7:STK17A	4	OV:LUSC:BRCA:LUAD
AC004130.1	MACC1:TRA2A:ADAM9:AHDC1:CDCA7L	5	UCEC:GBM:BRCA:SARC:LUSC
ABCB5	RNF216:NF1:FUK:TMEM106B	4	SARC:BRCA:PRAD
SP4	SGCE:NRIP1	2	KIRC:GBM
DNAH11	KLHL7:CADPS2:PMS2:KMT2C	4	LUAD:PRAD:LGG:CESC
RAPGEF5	VOPP1	1	LUAD
STEAP1B	RAPGEF5:GRB10	2	SKCM:UCEC:BLCA
SNX8	PMEL	1	SKCM
TOMM7	TBXAS1:RAPGEF5	2	STAD:ESCA
SNHG26	TRA2A	1	LAML
FAM126A	TOMM7	1	PRAD
KLHL7-AS1	EIF2D	1	DLBC
KLHL7	FAM221A:GPNMB	2	DLBC:CESC
NUPL2	PACSIN2:ROBO2:GPNMB	3	BRCA:SARC
GPNMB	MALSU1:SP4	2	SKCM:GBM
MALSU1	ANXA7	1	BRCA
IGF2BP3	PRKCA:THADA	2	LUSC:THCA
TRA2A	FAM126A:MPLKIP	2	SKCM:BRCA
CCDC126	BTBD3	1	UCEC
EIF3B	MAD1L1:SIPA1L3:CHST12:FBN1:TTYH3:MYO1G:YKT6	7	COAD:STAD:ESCA:SARC:TGCT
FAM221A	BTBD3	1	UCEC
STK31	SLC25A13	1	BRCA
NPY	NFE2L3:CCDC57	2	ESCA:PRAD
CHST12	SNX8:IQCE:SDK1	3	UCS:SARC:PRAD
MPP6	CDCA7L	1	BRCA
DFNA5	ADCYAP1R1:NUPL2	2	LGG:STAD
OSBPL3	TBC1D15:PLEKHA8:MPP6	3	BRCA:PRAD:HNSC
BRAT1	SDK1:MBOAT2:DNAAF5:HDAC4	4	SARC:PRAD:SKCM:LGG
AC005165.1	LRMDA:HERPUD2:AC004951.4	3	ESCA
FAM20C	PEPD	1	UCS
IQCE	FAM114A1	1	BRCA
NFE2L3	TBPL1	1	STAD
HNRNPA2B1	ADCY1	1	UCEC
CBX3	SNX10:AC004540.1	2	HNSC:BRCA
SNX10	RASSF3	1	LGG
AC004540.2	OSBPL3:HIBADH:AMPH	3	LIHC:STAD:OV
SKAP2	SPCS3:LINC01951:ZNF431	3	SARC:LUAD
HOXA1	TTC6	1	PRAD
AC004080.6	PXDC1	1	OV
HOXA-AS3	SPTLC3	1	UCEC
HOXA10-AS	RALA	1	ESCA
HOXA10	AC004080.6	1	LAML
HOXA11-AS	RALA	1	ESCA
HOXA13	GARS	1	SKCM
EVX1	NAV3:TXNRD2:JAZF1:RALA	4	SARC:ESCA
GNA12	MAD1L1:PRKAR1B:TESK2	3	ESCA:SKCM:OV:CESC
HIBADH	NRIP1:BRAF:AC005154.1:HOXA3:MINDY4:GLI3:MPP6	7	BRCA:SKCM:ESCA:LUAD
AMZ1	NBPF1	1	ESCA
AC005091.1	HIBADH	1	STAD
TAX1BP1	CHN2:VTI1A:SH3GL1:CDK13:AC007285.1	5	STAD:ESCA:BRCA:LGG
JAZF1	MSRB3:HIBADH:AC134511.1:TAX1BP1:CREB5:RNF216	6	LGG:SKCM:STAD:OV:LUAD
JAZF1-AS1	CEBPG:AGAP3	2	OV:GBM
CREB5	KALRN:JAZF1:RAB11FIP3:SRSF4:DIP2A	5	UCEC:SKCM:BRCA:BLCA
CPVL	GDI2	1	LGG
CARD11	MAD1L1:NOL11	2	STAD:BRCA
CHN2	ANK3	1	BRCA
WIPF3	TBC1D15	1	LGG
SCRN1	TAX1BP1:JAZF1	2	STAD:LGG
AC007285.1	FKBP9	1	SARC
PLEKHA8	LINC01176	1	LIHC
MTURN	ZNRF2	1	BRCA
ZNRF2	GGCT:TRPS1:TNS3:MPP6:MINDY4	5	HNSC:BRCA:PRAD:ESCA
NOD1	GARS	1	SARC
AC005154.6	COL26A1	1	GBM
GGCT	NOD1:PARP8	2	OV:SKCM
AC005154.1	NOD1:GGCT	2	OV:LUSC
GARS	CBX3	1	BRCA
AC004691.1	GGCT	1	BRCA
AC004691.2	TRA2A:ADCYAP1R1	2	CESC:LGG
AQP1	TRA2A:ADCYAP1R1	2	CESC:LGG
CCDC129	URGCP	1	BRCA
PPP1R17	SRRT	1	GBM
PDE1C	DNAJC6	1	THCA
AC073316.3	MAD1L1:GNA12	2	LUAD:UCEC:PRAD:LUSC
FKBP9	COBL	1	BLCA
NT5C3A	KBTBD2:RAPGEF5	2	OV:STAD
RP9	NT5C3A	1	OV
BBS9	EMSY:ZNRF2:CHST9:BMPER:ADGRL3	5	BRCA:PRAD:LUAD:LUSC
BMPER	TBC1D15	1	LGG
NPSR1-AS1	PDE1C:AC005550.3	2	LGG:STAD
NPSR1	VPS41	1	BLCA
SEPT7-AS1	FAM20C	1	HNSC
SEPT7	ANLN:EEPD1	2	ESCA:STAD
SDK1	MICALL2:DPY19L1:VPS41	3	LUAD:HNSC:LGG
EEPD1	PRPSAP2:FAM114A1	2	LUAD:LUSC
ANLN	TPST1:BCAS3	2	OV:BRCA
AOAH	HERPUD2:RBM28	2	LIHC:THCA
ELMO1	TNS3:SUB1:CD36:EIF3K	4	LUAD:SKCM:SARC:OV
GPR141	MTMR3:PPP3CC	2	LIHC:PRAD
SFRP4	TSKU	1	BRCA
EPDR1	TRA2A	1	LUAD
AC226118.1	TRIO:IQCE	2	SKCM:BRCA
STARD3NL	ZNF644	1	BRCA
TRGC2	IKZF1	1	KIRC
TRGV5	CTTN	1	ESCA
TRG-AS1	POU6F2	1	OV
TRGV4	CTTN	1	ESCA
AMPH	KCNQ5:COA1	2	LUSC:PRAD
POU6F2	STEAP1B:ANLN:NFE2L3:CDK13:LINC00265	5	LUAD:BLCA:SARC:OV:LUSC
YAE1D1	RALA:CDK13	2	OV:LUSC
RALA	LINC00265:CDK13:SUGCT:CYTH3:ZNF610	5	SKCM:THCA:TGCT:OV:GBM:COAD
AC004837.2	H6PD:VPS41	2	OV:BRCA
LINC00265	CDK13	1	OV
CDK13	SUGCT	1	TGCT
